NPartida,Nome,Funcao
166,Fabricio Porfirio de Moura,AVAR
166,Marielson Alves Silva,Assistente de Árbitro de Vídeo 2
166,Alicio Pena Junior,Observador de VAR
167,Matheus Delgado Candançan,Árbitro
167,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
167,Daniel Paulo Ziolli,Árbitro Assistente 2
167,Roger Goulart,Quarto Árbitro
167,Simone Xavier de Paula E Silva,Assessor
167,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
167,Amanda Pinto Matias,AVAR
167,Paulo Roberto Alves Junior,Assistente de Árbitro de Vídeo 2
167,Rodrigo Pereira Joia,Observador de VAR
168,Yuri Elino Ferreira da Cruz,Árbitro
168,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
168,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
168,Leonardo Ferreira Lima,Quarto Árbitro
168,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
168,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
168,Silbert Faria Sisquim,AVAR
168,Luiz Flavio de Oliveira,Assistente de Árbitro de Vídeo 2
168,Hilton Moutinho Rodrigues,Observador de VAR
169,Andre Luiz Skettino Policarpo Bento,Árbitro
169,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
169,Celso Luiz da Silva,Árbitro Assistente 2
169,Alexandre de Souza Peixoto,Quarto Árbitro
169,Jose Antonio Chaves Franco Filho,Assessor
169,Rodrigo Carvalhaes de Miranda,Árbitro de Vídeo
169,Diogo Carvalho Silva,AVAR
169,Daniel Victor Costa Silva,Assistente de Árbitro de Vídeo 2
169,Pericles Bassols Pegado Cortez,Observador de VAR
170,Braulio da Silva Machado (FIFA),Árbitro
170,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
170,Henrique Neu Ribeiro,Árbitro Assistente 2
170,Murilo Francisco Misson Junior,Quarto Árbitro
170,Marcos Andre Gomes da Penha,Assessor
170,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
170,Luciano Roggenbaum,AVAR
170,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
170,Giulliano Bozzano,Observador de VAR
171,Ramon Abatti Abel (FIFA),Árbitro
171,Thiaggo Americano Labes,Árbitro Assistente 1
171,Victor Hugo Imazu dos Santos,Árbitro Assistente 2
171,Rafael Martins de Sa,Quarto Árbitro
171,Raimundo Nonato Lopo de Abreu,Assessor
171,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
171,Helton Nunes,AVAR
171,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
171,Pericles Bassols Pegado Cortez,Observador de VAR
172,Luiz Flavio de Oliveira,Árbitro
172,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
172,Evandro de Melo Lima,Árbitro Assistente 2
172,Grazianni Maciel Rocha,Quarto Árbitro
172,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
172,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
172,Frederico Soares Vilarinho,AVAR
172,Adriano Milczvski,Assistente de Árbitro de Vídeo 2
172,Roberto Perassi,Observador de VAR
173,Rodrigo Jose Pereira de Lima,Árbitro
173,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
173,Francisco Chaves Bezerra Junior,Árbitro Assistente 2
173,Douglas Marques das Flores,Quarto Árbitro
173,Jose Mocellin,Assessor
173,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
173,Lilian da Silva Fernandes Bruno,AVAR
173,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
173,Giulliano Bozzano,Observador de VAR
174,Andre Luiz Skettino Policarpo Bento,Árbitro
174,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
174,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
174,Ilbert Estevam da Silva,Quarto Árbitro
174,Marcos Andre Gomes da Penha,Assessor
174,Emerson de Almeida Ferreira,Árbitro de Vídeo
174,Andre da Silva Bitencourt,AVAR
174,Felipe Fernandes de Lima,Assistente de Árbitro de Vídeo 2
174,Ricardo Marques Ribeiro,Observador de VAR
175,Leandro Pedro Vuaden,Árbitro
175,Tiago Augusto Kappes Diel,Árbitro Assistente 1
175,Maira Mastella Moreira,Árbitro Assistente 2
175,Maguielson Lima Barbosa,Quarto Árbitro
175,Marcelo Rogerio,Assessor
175,Thiago Duarte Peixoto,Árbitro de Vídeo
175,Fabricio Porfirio de Moura,AVAR
175,Paulo Renato Moreira da Silva Coelho,Assistente de Árbitro de Vídeo 2
175,Ednilson Corona,Observador de VAR
176,Raphael Claus (FIFA),Árbitro
176,Marcelo Carvalho Van Gasse,Árbitro Assistente 1
176,Daniel Paulo Ziolli,Árbitro Assistente 2
176,Michel Patrick Costa Guimaraes,Quarto Árbitro
176,Silvio Eduardo Silva E Silva,Assessor
176,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
176,Eder Alexandre,AVAR
176,Charly Wendy Straub Deretti (FIFA),Assistente de Árbitro de Vídeo 2
176,Rodrigo Pereira Joia,Observador de VAR
177,Wagner do Nascimento Magalhaes (FIFA),Árbitro
177,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
177,Alex dos Santos,Árbitro Assistente 2
177,Lucas Guimaraes Rechatiko Horn,Quarto Árbitro
177,Adriano de Carvalho,Assessor
177,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
177,Cleriston Clay Barreto Rios,AVAR
177,Antonio Magno Lima Cordeiro,Assistente de Árbitro de Vídeo 2
177,Jailson Macêdo Freitas,Observador de VAR
178,Yuri Elino Ferreira da Cruz,Árbitro
178,Kleber Lucio Gil,Árbitro Assistente 1
178,Luiz Claudio Regazone,Árbitro Assistente 2
178,Paulo Roberto Alves Junior,Quarto Árbitro
178,Simone Xavier de Paula E Silva,Assessor
178,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
178,Silbert Faria Sisquim,AVAR
178,Diego Pombo Lopez,Assistente de Árbitro de Vídeo 2
178,Marcio Eustaquio Sousa Santiago,Observador de VAR
179,Matheus Delgado Candançan,Árbitro
179,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
179,Daniel Luis Marques,Árbitro Assistente 2
179,Josue Reis de Jesus Junior,Quarto Árbitro
179,Jose Antonio Chaves Franco Filho,Assessor
179,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
179,Vitor Carmona Metestaine,AVAR
179,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
179,Emerson Augusto de Carvalho,Observador de VAR
180,Anderson Daronco (FIFA),Árbitro
180,Bruno Boschilia (FIFA),Árbitro Assistente 1
180,Mauricio Coelho Silva Penna,Árbitro Assistente 2
180,Leonardo Willers Lorenzatto,Quarto Árbitro
180,Jose Henrique de Carvalho,Assessor
180,Emerson de Almeida Ferreira,Árbitro de Vídeo
180,Marcus Vinicius Gomes,AVAR
180,Daniel Victor Costa Silva,Assistente de Árbitro de Vídeo 2
180,Alicio Pena Junior,Observador de VAR
181,Rafael Rodrigo Klein,Árbitro
181,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
181,Michael Stanislau,Árbitro Assistente 2
181,Alex Gomes Stefano,Quarto Árbitro
181,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
181,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
181,Helton Nunes,AVAR
181,Antonio Magno Lima Cordeiro,Assistente de Árbitro de Vídeo 2
181,Giulliano Bozzano,Observador de VAR
182,Flavio Rodrigues de Souza (FIFA),Árbitro
182,Luiz Alberto Andrini Nogueira,Árbitro Assistente 1
182,Marcia Bezerra Lopes Caetano,Árbitro Assistente 2
182,Felipe da Silva Goncalves Paludo,Quarto Árbitro
182,George Alves Feitoza,Assessor
182,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
182,Vitor Carmona Metestaine,AVAR
182,Diego Pombo Lopez,Assistente de Árbitro de Vídeo 2
182,Ricardo Marques Ribeiro,Observador de VAR
183,Wagner do Nascimento Magalhaes (FIFA),Árbitro
183,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 1
183,Luiz Claudio Regazone,Árbitro Assistente 2
183,Vinicius Goncalves Dias Araujo,Quarto Árbitro
183,Fernando Jose de Castro Rodrigues,Assessor
183,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
183,Flavio Gomes Barroca,AVAR
183,Jose Mendonca da Silva Junior,Assistente de Árbitro de Vídeo 2
183,Hilton Moutinho Rodrigues,Observador de VAR
184,Ramon Abatti Abel (FIFA),Árbitro
184,Henrique Neu Ribeiro,Árbitro Assistente 1
184,Eduardo Goncalves da Cruz,Árbitro Assistente 2
184,Joao Vitor Gobi,Quarto Árbitro
184,Raimundo Nonato Lopo de Abreu,Assessor
184,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
184,Andre da Silva Bitencourt,AVAR
184,Jonathan Benkenstein Pinheiro,Assistente de Árbitro de Vídeo 2
184,Marcos Andre Gomes da Penha,Observador de VAR
185,Anderson Daronco (FIFA),Árbitro
185,Mauricio Coelho Silva Penna,Árbitro Assistente 1
185,Maira Mastella Moreira,Árbitro Assistente 2
185,Thiago Luis Scarascati,Quarto Árbitro
185,Ana Karina Marques Valentin,Assessor
185,Emerson de Almeida Ferreira,Árbitro de Vídeo
185,Frederico Soares Vilarinho,AVAR
185,Paulo Cesar Zanovelli da Silva (FIFA),Assistente de Árbitro de Vídeo 2
185,Rodrigo Pereira Joia,Observador de VAR
186,Savio Pereira Sampaio (FIFA),Árbitro
186,Bruno Boschilia (FIFA),Árbitro Assistente 1
186,Lehi Sousa Silva,Árbitro Assistente 2
186,Hieger Tulio Cardoso,Quarto Árbitro
186,Simone Xavier de Paula E Silva,Assessor
186,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
186,Silbert Faria Sisquim,AVAR
186,Marcelo de Lima Henrique,Assistente de Árbitro de Vídeo 2
186,Regildenia de Holanda Moura,Observador de VAR
187,Rodrigo Jose Pereira de Lima,Árbitro
187,Kleber Lucio Gil,Árbitro Assistente 1
187,Francisco Chaves Bezerra Junior,Árbitro Assistente 2
187,Anderson da Silveira Farias,Quarto Árbitro
187,Marcelo Rogerio,Assessor
187,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
187,Fabricio Porfirio de Moura,AVAR
187,Lucas Paulo Torezin,Assistente de Árbitro de Vídeo 2
187,Regildenia de Holanda Moura,Observador de VAR
188,Arthur Gomes Rabelo,Árbitro
188,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
188,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
188,Gustavo Nogas,Quarto Árbitro
188,Jose Antonio Chaves Franco Filho,Assessor
188,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
188,Fabricio Porfirio de Moura,AVAR
188,Andre Luiz Skettino Policarpo Bento,Assistente de Árbitro de Vídeo 2
188,Emerson Augusto de Carvalho,Observador de VAR
189,Bruno Mota Correia,Árbitro
189,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
189,Thiago Rosa de Oliveira,Árbitro Assistente 2
189,Adriano Barros Carneiro,Quarto Árbitro
189,Marcio Eustaquio Sousa Santiago,Assessor
189,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
189,Johnny Barros de Oliveira,AVAR
189,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
189,Rodrigo Pereira Joia,Observador de VAR
190,Luiz Flavio de Oliveira,Árbitro
190,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
190,Leandro Matos Feitosa,Árbitro Assistente 2
190,Wanderson Alves de Sousa,Quarto Árbitro
190,Marcio Luiz Augusto,Assessor
190,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
190,Cleriston Clay Barreto Rios,AVAR
190,Thayslane de Melo Costa (FIFA),Assistente de Árbitro de Vídeo 2
190,Ednilson Corona,Observador de VAR
191,Flavio Rodrigues de Souza (FIFA),Árbitro
191,Evandro de Melo Lima,Árbitro Assistente 1
191,Victor Hugo Imazu dos Santos,Árbitro Assistente 2
191,Rafael Martins de Sa,Quarto Árbitro
191,Antonio Pereira da Silva,Assessor
191,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
191,Fabricio Vilarinho da Silva (FIFA),AVAR
191,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
191,Pericles Bassols Pegado Cortez,Observador de VAR
192,Braulio da Silva Machado (FIFA),Árbitro
192,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
192,Kleber Lucio Gil,Árbitro Assistente 2
192,Grazianni Maciel Rocha,Quarto Árbitro
192,Carlos Augusto Nogueira Junior,Assessor
192,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
192,Johnny Barros de Oliveira,AVAR
192,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
192,Marcos Andre Gomes da Penha,Observador de VAR
193,Ramon Abatti Abel (FIFA),Árbitro
193,Alex dos Santos,Árbitro Assistente 1
193,Thiaggo Americano Labes,Árbitro Assistente 2
193,Gustavo Holanda Souza,Quarto Árbitro
193,Jose Mocellin,Assessor
193,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
193,Andre da Silva Bitencourt,AVAR
193,Diego Pombo Lopez,Assistente de Árbitro de Vídeo 2
193,Ricardo Marques Ribeiro,Observador de VAR
194,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
194,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
194,Celso Luiz da Silva,Árbitro Assistente 2
194,Ilbert Estevam da Silva,Quarto Árbitro
194,Ana Karina Marques Valentin,Assessor
194,Emerson de Almeida Ferreira,Árbitro de Vídeo
194,Frederico Soares Vilarinho,AVAR
194,Paulo Roberto Alves Junior,Assistente de Árbitro de Vídeo 2
194,Giulliano Bozzano,Observador de VAR
195,Marcelo de Lima Henrique,Árbitro
195,Eduardo Goncalves da Cruz,Árbitro Assistente 1
195,Renan Aguiar da Costa,Árbitro Assistente 2
195,Eduardo Tomaz de Aquino Valadao,Quarto Árbitro
195,Raimundo Nonato Lopo de Abreu,Assessor
195,Gilberto Rodrigues Castro Junior,Árbitro de Vídeo
195,Clovis Amaral da Silva,AVAR
195,Wagner Reway (VAR-FIFA),Assistente de Árbitro de Vídeo 2
195,Alicio Pena Junior,Observador de VAR
196,Rafael Rodrigo Klein,Árbitro
196,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
196,Michael Stanislau,Árbitro Assistente 2
196,Hieger Tulio Cardoso,Quarto Árbitro
196,Sergio Cristiano Nascimento,Assessor
196,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
196,Andrea Izaura Maffra Marcelino,AVAR
196,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
196,Jose Alexandre Barbosa Lima,Observador de VAR
197,Yuri Elino Ferreira da Cruz,Árbitro
197,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
197,Luiz Claudio Regazone,Árbitro Assistente 2
197,Lucas Guimaraes Rechatiko Horn,Quarto Árbitro
197,Marcelo Rogerio,Assessor
197,Emerson de Almeida Ferreira,Árbitro de Vídeo
197,Frederico Soares Vilarinho,AVAR
197,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
197,Ednilson Corona,Observador de VAR
198,Raphael Claus (FIFA),Árbitro
198,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
198,Daniel Paulo Ziolli,Árbitro Assistente 2
198,Leonardo Ferreira Lima,Quarto Árbitro
198,Cleidy Mary dos Santos Nunes Ribeiro,Assessor
198,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
198,Antonio Adriano de Oliveira,AVAR
198,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
198,Marcio Eustaquio Sousa Santiago,Observador de VAR
199,Arthur Gomes Rabelo,Árbitro
199,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
199,Marcia Bezerra Lopes Caetano,Árbitro Assistente 2
199,Bruno Pereira Vasconcelos,Quarto Árbitro
199,Simone Xavier de Paula E Silva,Assessor
199,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
199,Silbert Faria Sisquim,AVAR
199,Maguielson Lima Barbosa,Assistente de Árbitro de Vídeo 2
199,Ricardo Marques Ribeiro,Observador de VAR
200,Andre Luiz Skettino Policarpo Bento,Árbitro
200,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
200,Ricardo Junio de Souza,Árbitro Assistente 2
200,Luiz Paulo de Moura Pinheiro,Quarto Árbitro
200,Jose Antonio Chaves Franco Filho,Assessor
200,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
200,Cleriston Clay Barreto Rios,AVAR
200,Michel Patrick Costa Guimaraes,Assistente de Árbitro de Vídeo 2
200,Alicio Pena Junior,Observador de VAR
201,Edina Alves Batista (FIFA),Árbitro
201,Bruno Boschilia (FIFA),Árbitro Assistente 1
201,Luiz Alberto Andrini Nogueira,Árbitro Assistente 2
201,Alexandre Vargas Tavares de Jesus,Quarto Árbitro
201,Carlos Augusto Nogueira Junior,Assessor
201,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
201,Antonio Adriano de Oliveira,AVAR
201,Elmo Alves Resende Cunha,Assistente de Árbitro de Vídeo 2
201,Ricardo Marques Ribeiro,Observador de VAR
202,Flavio Rodrigues de Souza (FIFA),Árbitro
202,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
202,Miguel Cataneo Ribeiro da Costa,Árbitro Assistente 2
202,Tarcizo Pinheiro Caetano,Quarto Árbitro
202,Renato Cardoso da Conceicao,Assessor
202,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
202,Fabricio Porfirio de Moura,AVAR
202,Ilbert Estevam da Silva,Assistente de Árbitro de Vídeo 2
202,Regildenia de Holanda Moura,Observador de VAR
203,Wilton Pereira Sampaio (FIFA),Árbitro
203,Victor Hugo Imazu dos Santos,Árbitro Assistente 1
203,Leone Carvalho Rocha,Árbitro Assistente 2
203,Douglas Marques das Flores,Quarto Árbitro
203,Vayran da Silva Rosa,Assessor
203,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
203,Frederico Soares Vilarinho,AVAR
203,Adriano Barros Carneiro,Assistente de Árbitro de Vídeo 2
203,Giulliano Bozzano,Observador de VAR
204,Paulo Cesar Zanovelli da Silva (FIFA),Árbitro
204,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
204,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
204,Fabiano Monteiro dos Santos,Quarto Árbitro
204,Jose Mocellin,Assessor
204,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
204,Cleriston Clay Barreto Rios,AVAR
204,Denis da Silva Ribeiro Serafim,Assistente de Árbitro de Vídeo 2
204,Rodrigo Pereira Joia,Observador de VAR
205,Bruno Mota Correia,Árbitro
205,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
205,Thiago Henrique Neto Correa Farinha,Árbitro Assistente 2
205,Gustavo Holanda Souza,Quarto Árbitro
205,Sergio Cristiano Nascimento,Assessor
205,Gilberto Rodrigues Castro Junior,Árbitro de Vídeo
205,Clovis Amaral da Silva,AVAR
205,Wagner Reway (VAR-FIFA),Assistente de Árbitro de Vídeo 2
205,Regildenia de Holanda Moura,Observador de VAR
206,Rafael Rodrigo Klein,Árbitro
206,Rafael da Silva Alves (FIFA),Árbitro Assistente 1
206,Michael Stanislau,Árbitro Assistente 2
206,Ronei Candido Alves,Quarto Árbitro
206,Adriano de Carvalho,Assessor
206,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
206,Andre da Silva Bitencourt,AVAR
206,Alisson Sidnei Furtado,Assistente de Árbitro de Vídeo 2
206,Anderson Carlos Goncalves,Observador de VAR
207,Marcelo de Lima Henrique,Árbitro
207,Eduardo Goncalves da Cruz,Árbitro Assistente 1
207,Renan Aguiar da Costa,Árbitro Assistente 2
207,Francisco Soares Dias,Quarto Árbitro
207,Marcelo Rogerio,Assessor
207,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
207,Vitor Carmona Metestaine,AVAR
207,Andre Luiz de Freitas Castro,Assistente de Árbitro de Vídeo 2
207,Emerson Augusto de Carvalho,Observador de VAR
208,Raphael Claus (FIFA),Árbitro
208,Fabrini Bevilaqua Costa (FIFA),Árbitro Assistente 1
208,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
208,Robson Babinski,Quarto Árbitro
208,Raimundo Nonato Lopo de Abreu,Assessor
208,Emerson de Almeida Ferreira,Árbitro de Vídeo
208,Helton Nunes,AVAR
208,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
208,Pericles Bassols Pegado Cortez,Observador de VAR
209,Matheus Delgado Candançan,Árbitro
209,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
209,Evandro de Melo Lima,Árbitro Assistente 2
209,Luiz Cesar de Oliveira Magalhaes,Quarto Árbitro
209,Simone Xavier de Paula E Silva,Assessor
209,Daniel Nobre Bins (VAR-FIFA),Árbitro de Vídeo
209,Silbert Faria Sisquim,AVAR
209,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
209,Ednilson Corona,Observador de VAR
210,Rodrigo Jose Pereira de Lima,Árbitro
210,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 1
210,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 2
210,Michel Patrick Costa Guimaraes,Quarto Árbitro
210,Ana Karina Marques Valentin,Assessor
210,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
210,Johnny Barros de Oliveira,AVAR
210,Marielson Alves Silva,Assistente de Árbitro de Vídeo 2
210,Hilton Moutinho Rodrigues,Observador de VAR
211,Andre Luiz Skettino Policarpo Bento,Árbitro
211,Guilherme Dias Camilo (FIFA),Árbitro Assistente 1
211,Felipe Alan Costa de Oliveira,Árbitro Assistente 2
211,Alexandre Vargas Tavares de Jesus,Quarto Árbitro
211,Jose Mocellin,Assessor
211,Rafael Traci (VAR-FIFA),Árbitro de Vídeo
211,Andre da Silva Bitencourt,AVAR
211,Douglas Schwengber da Silva,Assistente de Árbitro de Vídeo 2
211,Marcos Andre Gomes da Penha,Observador de VAR
212,Raphael Claus (FIFA),Árbitro
212,Neuza Ines Back (FIFA),Árbitro Assistente 1
212,Marcelo Carvalho Van Gasse,Árbitro Assistente 2
212,Alex Gomes Stefano,Quarto Árbitro
212,Sergio Cristiano Nascimento,Assessor
212,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
212,Fabricio Porfirio de Moura,AVAR
212,Ilbert Estevam da Silva,Assistente de Árbitro de Vídeo 2
212,Ricardo Marques Ribeiro,Observador de VAR
213,Savio Pereira Sampaio (FIFA),Árbitro
213,Leila Naiara Moreira da Cruz (FIFA),Árbitro Assistente 1
213,Lehi Sousa Silva,Árbitro Assistente 2
213,Lucas Canetto Bellote,Quarto Árbitro
213,Silvio Eduardo Silva E Silva,Assessor
213,Igor Junio Benevenuto de Oliveira (VAR-FIFA),Árbitro de Vídeo
213,Diogo Carvalho Silva,AVAR
213,Vinicius Gomes do Amaral,Assistente de Árbitro de Vídeo 2
213,Alicio Pena Junior,Observador de VAR
214,Anderson Daronco (FIFA),Árbitro
214,Bruno Raphael Pires (FIFA),Árbitro Assistente 1
214,Nailton Junior de Sousa Oliveira (FIFA),Árbitro Assistente 2
214,Douglas Marques das Flores,Quarto Árbitro
214,Carlos Augusto Nogueira Junior,Assessor
214,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
214,Vitor Carmona Metestaine,AVAR
214,Dyorgines Jose Padovani de Andrade,Assistente de Árbitro de Vídeo 2
214,Emerson Augusto de Carvalho,Observador de VAR
215,Braulio da Silva Machado (FIFA),Árbitro
215,Alessandro Alvaro Rocha de Matos,Árbitro Assistente 1
215,Kleber Lucio Gil,Árbitro Assistente 2
215,Rubens Paulo Rodrigues dos Santos,Quarto Árbitro
215,Marcelo Rogerio,Assessor
215,Rodrigo D Alonso Ferreira,Árbitro de Vídeo
215,Eder Alexandre,AVAR
215,Michel Patrick Costa Guimaraes,Assistente de Árbitro de Vídeo 2
215,Giulliano Bozzano,Observador de VAR
216,Wagner do Nascimento Magalhaes (FIFA),Árbitro
216,Luanderson Lima dos Santos (FIFA),Árbitro Assistente 1
216,Luiz Claudio Regazone,Árbitro Assistente 2
216,Murilo Francisco Misson Junior,Quarto Árbitro
216,Anderson Carlos Goncalves,Assessor
216,Rodolpho Toski Marques (VAR-FIFA),Árbitro de Vídeo
216,Cleriston Clay Barreto Rios,AVAR
216,Antonio Magno Lima Cordeiro,Assistente de Árbitro de Vídeo 2
216,Hilton Moutinho Rodrigues,Observador de VAR
217,Yuri Elino Ferreira da Cruz,Árbitro
217,Rodrigo Figueiredo Henrique Correa (FIFA),Árbitro Assistente 1
217,Lilian da Silva Fernandes Bruno,Árbitro Assistente 2
217,Roger Goulart,Quarto Árbitro
217,Antonio Pereira da Silva,Assessor
217,Daiane Caroline Muniz dos Santos (FIFA),Árbitro de Vídeo
217,Fabio Rogerio Baesteiro,AVAR
217,Paulo Roberto Alves Junior,Assistente de Árbitro de Vídeo 2
217,Ednilson Corona,Observador de VAR
218,Flavio Rodrigues de Souza (FIFA),Árbitro
218,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
218,Gustavo Rodrigues de Oliveira,Árbitro Assistente 2
218,Murilo Ugolini Klein,Quarto Árbitro
218,Simone Xavier de Paula E Silva,Assessor
218,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
218,Fabricio Vilarinho da Silva (FIFA),AVAR
218,Jose Ricardo Vasconcellos Laranjeira,Assistente de Árbitro de Vídeo 2
218,Regildenia de Holanda Moura,Observador de VAR
219,Ramon Abatti Abel (FIFA),Árbitro
219,Bruno Boschilia (FIFA),Árbitro Assistente 1
219,Alex dos Santos,Árbitro Assistente 2
219,Bruno Pereira Vasconcelos,Quarto Árbitro
219,Marcio Luiz Augusto,Assessor
219,Wagner Reway (VAR-FIFA),Árbitro de Vídeo
219,Helton Nunes,AVAR
219,Daniel Victor Costa Silva,Assistente de Árbitro de Vídeo 2
219,Roberto Perassi,Observador de VAR
220,Leandro Pedro Vuaden,Árbitro
220,Leone Carvalho Rocha,Árbitro Assistente 1
220,Michael Stanislau,Árbitro Assistente 2
220,Wanderson Alves de Sousa,Quarto Árbitro
220,Ana Karina Marques Valentin,Assessor
220,Carlos Eduardo Nunes Braga,Árbitro de Vídeo
220,Andrea Izaura Maffra Marcelino,AVAR
220,Diego Pombo Lopez,Assistente de Árbitro de Vídeo 2
220,Pericles Bassols Pegado Cortez,Observador de VAR
221,Rafael Rodrigo Klein,Árbitro
221,Mauricio Coelho Silva Penna,Árbitro Assistente 1
221,Maira Mastella Moreira,Árbitro Assistente 2
221,Jose Wellington Bandeira,Quarto Árbitro
221,Raimundo Nonato Lopo de Abreu,Assessor
221,Rodrigo Guarizo Ferreira do Amaral (VAR-FIFA),Árbitro de Vídeo
221,Fabio Rogerio Baesteiro,AVAR
221,Ilbert Estevam da Silva,Assistente de Árbitro de Vídeo 2
221,Marcos Andre Gomes da Penha,Observador de VAR
222,Raphael Claus (FIFA),Árbitro
222,Danilo Ricardo Simon Manis (FIFA),Árbitro Assistente 1
222,Neuza Ines Back (FIFA),Árbitro Assistente 2
222,Felipe da Silva Goncalves Paludo,Quarto Árbitro
222,Claudio Jose de Oliveira Soares,Assessor
